EUCRBRDT Comdty,RUB CBRF Curncy,EURUSD Curncy,TTFG1MON Index,Date
32.05,72.9299,1.0922,14.6000,1/8/16
32.05,72.9299,1.0922,14.6000,1/9/16
32.05,72.9299,1.0922,14.6000,1/10/16
29.64,72.9299,1.0859,14.5800,1/11/16
28.68,75.9507,1.0858,14.0000,1/12/16
28.35,76.6041,1.0877,14.2500,1/13/16
29.8,76.4275,1.0865,13.7300,1/14/16
27.93,76.5230,1.0916,13.2800,1/15/16
27.93,76.5650,1.0916,13.2800,1/16/16
27.93,76.5650,1.0916,13.2800,1/17/16
27.55,76.5650,1.0892,13.4000,1/18/16
27.38,78.6678,1.0908,13.3300,1/19/16
26.39,78.4862,1.0890,12.7300,1/20/16
28.19,79.4614,1.0874,12.7500,1/21/16
30.98,83.5913,1.0796,13.4000,1/22/16
30.98,80.5714,1.0796,13.4000,1/23/16
30.98,80.5714,1.0796,13.4000,1/24/16
28.68,80.5714,1.0849,12.7000,1/25/16
29.95,77.7965,1.0870,13.0300,1/26/16
31.7,81.8394,1.0893,13.5000,1/27/16
33.04,78.9969,1.0940,13.6000,1/28/16
33.2,77.3674,1.0831,13.2500,1/29/16
33.2,75.1723,1.0831,13.2500,1/30/16
33.2,75.1723,1.0831,13.2500,1/31/16
33.48,75.1723,1.0888,12.8300,2/1/16
32,76.3264,1.0919,12.8500,2/2/16
35.31,77.9273,1.1105,12.8300,2/3/16
34,79.2593,1.1209,12.3500,2/4/16
33.69,76.4609,1.1158,12.2800,2/5/16
33.69,77.3409,1.1158,12.2800,2/6/16
33.69,77.3409,1.1158,12.2800,2/7/16
32.8,77.3409,1.1193,12.2500,2/8/16
30.38,76.8614,1.1293,12.0000,2/9/16
30.95,78.6805,1.1292,12.0000,2/10/16
31.04,79.0689,1.1323,11.8300,2/11/16
32.28,79.1144,1.1256,12.0300,2/12/16
32.28,79.4951,1.1256,12.0300,2/13/16
32.28,79.4951,1.1256,12.0300,2/14/16
33.61,79.4951,1.1156,11.8800,2/15/16
31.76,77.7792,1.1144,11.7800,2/16/16
34.36,76.2450,1.1128,11.9000,2/17/16
33.45,77.8503,1.1107,12.0800,2/18/16
32.52,75.4575,1.1130,12.0800,2/19/16
32.52,76.3657,1.1130,12.0800,2/20/16
32.52,77.1326,1.1130,12.0800,2/21/16
34.05,77.1326,1.1030,12.4800,2/22/16
32.44,77.1326,1.1020,12.3300,2/23/16
33.86,77.1326,1.1013,12.1300,2/24/16
34.47,76.3928,1.1018,11.9300,2/25/16
34.77,76.3929,1.0934,12.1000,2/26/16
34.77,75.0903,1.0934,12.1000,2/27/16
34.77,75.0903,1.0934,12.1000,2/28/16
35.94,75.0903,1.0873,12.3800,2/29/16
36.22,75.8994,1.0868,12.2300,3/1/16
36.73,74.0536,1.0868,12.1500,3/2/16
36.6,73.6256,1.0957,12.0000,3/3/16
38.39,73.8242,1.1005,11.8300,3/4/16
38.39,73.1854,1.1005,11.8300,3/5/16
38.39,73.1854,1.1005,11.8300,3/6/16
40.21,73.1854,1.1014,11.8800,3/7/16
38.96,73.1854,1.1011,11.9300,3/8/16
39.88,73.1854,1.0999,12.1000,3/9/16
39.39,72.3775,1.1177,11.8800,3/10/16
39.46,71.0928,1.1156,12.0300,3/11/16
39.46,70.3067,1.1156,12.0300,3/12/16
39.46,70.3067,1.1156,12.0300,3/13/16
38.56,70.3067,1.1103,12.0000,3/14/16
37.94,70.1542,1.1109,12.0000,3/15/16
39.45,70.5408,1.1224,11.9300,3/16/16
40.56,71.0256,1.1318,12.0500,3/17/16
40.54,68.5598,1.1270,12.0800,3/18/16
40.54,68.4026,1.1270,12.0800,3/19/16
40.54,68.4026,1.1270,12.0800,3/20/16
40.55,68.4026,1.1241,11.9500,3/21/16
40.89,68.8086,1.1217,11.9300,3/22/16
39.79,67.7764,1.1181,11.9800,3/23/16
39.54,67.6409,1.1174,12.0500,3/24/16
39.55,68.9328,1.1167,12.0500,3/25/16
39.55,68.4346,1.1167,12.0500,3/26/16
39.55,68.4346,1.1167,12.0500,3/27/16
39.29,68.4346,1.1196,12.0500,3/28/16
38.62,67.7807,1.1291,12.0500,3/29/16
38.81,68.7549,1.1338,12.0800,3/30/16
38.72,67.6076,1.1380,12.1300,3/31/16
37.86,67.8552,1.1391,11.5800,4/1/16
37.86,67.1410,1.1391,11.5800,4/2/16
37.86,67.1410,1.1391,11.5800,4/3/16
36.68,67.1410,1.1391,11.2800,4/4/16
37.31,68.6753,1.1384,11.3000,4/5/16
38.89,68.8901,1.1399,11.3500,4/6/16
38.7,68.5215,1.1378,11.1000,4/7/16
41.01,67.7960,1.1399,11.2000,4/8/16
41.01,67.4662,1.1399,11.2000,4/9/16
41.01,67.4662,1.1399,11.2000,4/10/16
41.89,67.4662,1.1408,11.1800,4/11/16
43.3,67.1250,1.1386,11.2500,4/12/16
42.81,66.3456,1.1274,11.2800,4/13/16
42.68,65.7662,1.1268,11.2000,4/14/16
41.96,66.4954,1.1284,11.2300,4/15/16
41.96,66.0452,1.1284,11.2300,4/16/16
41.96,66.0452,1.1284,11.2300,4/17/16
42.04,66.0452,1.1313,11.4300,4/18/16
42.91,68.2724,1.1358,11.7300,4/19/16
44.4,65.6474,1.1297,11.9300,4/20/16
43.48,66.0364,1.1288,12.5500,4/21/16
44,65.0254,1.1222,12.9800,4/22/16
44,66.2198,1.1222,12.9800,4/23/16
44,66.2198,1.1222,12.9800,4/24/16
43.41,66.2198,1.1268,12.8300,4/25/16
44.88,66.6295,1.1297,14.0000,4/26/16
45.99,66.4559,1.1322,13.8500,4/27/16
46.64,65.1618,1.1352,12.6500,4/28/16
46.36,65.1133,1.1451,12.4500,4/29/16
46.36,64.3334,1.1451,12.4500,4/30/16
46.36,64.3334,1.1451,12.4500,5/1/16
45.38,64.3334,1.1534,12.4500,5/2/16
44.55,64.3334,1.1496,12.2800,5/3/16
44.34,64.3334,1.1487,12.3800,5/4/16
44.72,66.1718,1.1405,12.7500,5/5/16
44.85,65.8918,1.1404,12.9000,5/6/16
44.85,66.1928,1.1404,12.9000,5/7/16
44.85,66.1928,1.1404,12.9000,5/8/16
43,66.1928,1.1383,12.9800,5/9/16
45.16,66.1928,1.1372,13.0500,5/10/16
46.59,66.3277,1.1426,13.1800,5/11/16
47.48,66.2428,1.1377,12.8800,5/12/16
47.31,64.9607,1.1309,12.8500,5/13/16
47.31,64.9306,1.1309,12.8500,5/14/16
47.31,64.9306,1.1309,12.8500,5/15/16
48.5,64.9306,1.1321,13.2000,5/16/16
48.74,64.8895,1.1313,13.1500,5/17/16
47.88,64.5138,1.1216,13.1300,5/18/16
48.35,65.0641,1.1203,12.9800,5/19/16
48.28,66.2110,1.1224,13.0500,5/20/16
48.28,66.3775,1.1224,13.0500,5/21/16
48.28,66.3775,1.1224,13.0500,5/22/16
47.79,66.3775,1.1220,12.9000,5/23/16
48.48,67.0475,1.1141,13.0000,5/24/16
49.28,67.0493,1.1155,13.2500,5/25/16
49.83,65.8949,1.1194,13.5500,5/26/16
48.96,65.2062,1.1115,13.9300,5/27/16
48.96,66.0413,1.1115,13.9300,5/28/16
48.96,66.0413,1.1115,13.9300,5/29/16
49.14,66.0413,1.1138,13.9500,5/30/16
48.31,66.0825,1.1132,14.1800,5/31/16
48.87,65.9962,1.1188,14.1500,6/1/16
49.11,66.6156,1.1151,14.5300,6/2/16
49.04,66.7491,1.1367,14.1800,6/3/16
49.04,66.8529,1.1367,14.1800,6/4/16
49.04,66.8529,1.1367,14.1800,6/5/16
49.02,66.8529,1.1355,14.5300,6/6/16
49.98,65.7894,1.1358,14.6800,6/7/16
51.33,65.2089,1.1395,14.4300,6/8/16
50.39,64.6797,1.1316,14.0800,6/9/16
48.89,63.7402,1.1251,13.9000,6/10/16
48.89,64.7077,1.1251,13.9000,6/11/16
48.89,64.7077,1.1251,13.9000,6/12/16
48.29,64.7077,1.1292,13.8500,6/13/16
47.55,64.7077,1.1207,14.2000,6/14/16
47.09,66.0306,1.1260,14.0500,6/15/16
45.45,65.9156,1.1225,14.2300,6/16/16
47.77,65.8618,1.1277,14.4500,6/17/16
47.77,65.4398,1.1277,14.4500,6/18/16
47.77,65.4398,1.1277,14.4500,6/19/16
48.94,65.4398,1.1314,15.2000,6/20/16
49.47,64.1509,1.1242,14.7000,6/21/16
48.36,64.1743,1.1296,15.3500,6/22/16
49.55,63.7162,1.1385,15.2000,6/23/16
46.93,64.3212,1.1117,14.5500,6/24/16
46.93,65.5287,1.1117,14.5500,6/25/16
46.93,65.5287,1.1117,14.5500,6/26/16
46.04,65.5287,1.1025,14.2300,6/27/16
47.35,65.0588,1.1065,14.1800,6/28/16
48.68,64.8095,1.1125,14.4500,6/29/16
48.42,64.2575,1.1106,13.9500,6/30/16
49.27,64.1755,1.1136,14.3800,7/1/16
49.27,64.0165,1.1136,14.3800,7/2/16
49.27,64.0165,1.1136,14.3800,7/3/16
48.51,64.0165,1.1154,14.5500,7/4/16
46.52,63.6844,1.1076,14.2000,7/5/16
47.29,64.2676,1.1100,14.2000,7/6/16
44.88,64.6304,1.1063,14.2800,7/7/16
44.64,64.0500,1.1051,14.1500,7/8/16
44.64,64.2488,1.1051,14.1500,7/9/16
44.64,64.2488,1.1051,14.1500,7/10/16
44.32,64.2488,1.1058,14.0500,7/11/16
46.46,64.2024,1.1061,14.3500,7/12/16
45.13,63.9029,1.1090,14.2300,7/13/16
45.69,63.8531,1.1120,14.3300,7/14/16
46.72,63.5773,1.1035,14.1800,7/15/16
46.72,63.1697,1.1035,14.1800,7/16/16
46.72,63.1697,1.1035,14.1800,7/17/16
45.67,63.1697,1.1075,14.3300,7/18/16
45.31,63.1154,1.1021,14.4000,7/19/16
45.81,62.9891,1.1015,14.6800,7/20/16
44.75,63.4183,1.1026,15.0000,7/21/16
44.42,63.7373,1.0977,14.7800,7/22/16
44.42,64.6270,1.0977,14.7800,7/23/16
44.42,64.6270,1.0977,14.7800,7/24/16
43.37,64.6270,1.0995,14.8500,7/25/16
43.27,64.9184,1.0986,14.5300,7/26/16
42.25,65.7408,1.1058,14.4000,7/27/16
41.2,65.9467,1.1077,14.1000,7/28/16
41.01,66.1125,1.1174,13.8000,7/29/16
41.01,67.0512,1.1174,13.8000,7/30/16
41.01,67.0512,1.1174,13.8000,7/31/16
40.81,67.0512,1.1163,14.0000,8/1/16
40.58,65.9553,1.1224,13.8000,8/2/16
42.38,66.8816,1.1149,13.7500,8/3/16
43.05,66.7420,1.1130,13.7300,8/4/16
43.26,66.3941,1.1086,13.2000,8/5/16
43.26,65.5627,1.1086,13.2000,8/6/16
43.26,65.5627,1.1086,13.2000,8/7/16
44.06,65.5627,1.1088,12.9500,8/8/16
43.75,65.0799,1.1117,12.8500,8/9/16
42.58,64.7848,1.1176,12.8000,8/10/16
44.72,64.8137,1.1137,12.7300,8/11/16
46.21,64.9497,1.1162,12.2300,8/12/16
46.21,64.3364,1.1162,12.2300,8/13/16
46.21,64.3364,1.1162,12.2300,8/14/16
47.17,64.3364,1.1184,11.6000,8/15/16
48.2,64.2076,1.1279,11.9500,8/16/16
49.06,63.9514,1.1289,12.0300,8/17/16
50.03,63.9943,1.1354,11.7000,8/18/16
49.89,63.5487,1.1325,10.7800,8/19/16
49.89,63.9391,1.1325,10.7800,8/20/16
49.89,63.9391,1.1325,10.7800,8/21/16
48.12,63.9391,1.1320,11.3000,8/22/16
48.67,64.2078,1.1305,11.6300,8/23/16
48.37,64.7684,1.1264,11.0800,8/24/16
48.99,64.8140,1.1285,11.1000,8/25/16
49.13,64.9459,1.1198,11.5000,8/26/16
49.13,64.7380,1.1198,11.5000,8/27/16
49.13,64.7380,1.1198,11.5000,8/28/16
48.69,64.7380,1.1189,11.5000,8/29/16
47.42,65.0810,1.1143,11.4300,8/30/16
46.18,64.9072,1.1158,11.4500,8/31/16
45.13,65.2535,1.1197,12.5800,9/1/16
45.85,65.2566,1.1156,12.7000,9/2/16
45.85,65.8684,1.1156,12.7000,9/3/16
45.85,65.8684,1.1156,12.7000,9/4/16
46.65,65.8684,1.1147,12.4800,9/5/16
46.71,64.7644,1.1255,12.4300,9/6/16
47.44,64.8306,1.1239,12.0000,9/7/16
48.87,64.3804,1.1260,12.0000,9/8/16
46.96,63.9730,1.1233,11.8500,9/9/16
46.96,64.1617,1.1233,11.8500,9/10/16
46.96,64.1617,1.1233,11.8500,9/11/16
47.03,64.1617,1.1235,11.8000,9/12/16
45.95,65.0539,1.1220,12.0500,9/13/16
44.79,64.8102,1.1250,11.9500,9/14/16
45.28,64.9737,1.1244,12.6000,9/15/16
44.93,65.2170,1.1155,12.6500,9/16/16
44.93,64.9940,1.1155,12.6500,9/17/16
44.93,64.9940,1.1155,12.6500,9/18/16
44.81,64.9940,1.1175,13.4500,9/19/16
44.94,64.9173,1.1151,13.0000,9/20/16
45.97,64.7513,1.1189,13.3500,9/21/16
46.24,64.4424,1.1208,13.5500,9/22/16
44.86,63.7942,1.1226,13.9500,9/23/16
44.86,63.8642,1.1226,13.9500,9/24/16
44.86,63.8642,1.1226,13.9500,9/25/16
45.67,63.8642,1.1254,13.7500,9/26/16
44.95,64.1506,1.1215,13.3000,9/27/16
47.58,63.6921,1.1217,14.0000,9/28/16
47.83,63.9509,1.1222,14.1000,9/29/16
47.71,63.1581,1.1235,13.5000,9/30/16
47.71,63.3960,1.1235,13.5000,10/1/16
47.71,63.3960,1.1235,13.5000,10/2/16
49.17,63.3960,1.1211,15.5300,10/3/16
49.93,62.5477,1.1204,16.0500,10/4/16
50.21,62.4323,1.1205,16.0500,10/5/16
51.17,62.4583,1.1151,16.5000,10/6/16
50.33,62.3900,1.1201,16.0500,10/7/16
50.33,62.3031,1.1201,16.0500,10/8/16
50.33,62.3031,1.1201,16.0500,10/9/16
51.56,62.3031,1.1139,15.8000,10/10/16
51.11,62.3884,1.1054,15.3300,10/11/16
49.97,62.1946,1.1007,15.5800,10/12/16
50.37,62.5892,1.1056,15.8800,10/13/16
50.36,63.3465,1.0972,16.1500,10/14/16
50.36,62.9934,1.0972,16.1500,10/15/16
50.36,62.9934,1.0972,16.1500,10/16/16
49.93,62.9934,1.1000,16.3500,10/17/16
50.35,63.1510,1.0981,16.8000,10/18/16
50.88,62.8900,1.0974,16.6800,10/19/16
49.59,62.5841,1.0929,16.9300,10/20/16
50,62.4194,1.0884,16.8800,10/21/16
50,62.4499,1.0884,16.8800,10/22/16
50,62.4499,1.0884,16.8800,10/23/16
49.64,62.4499,1.0882,17.2700,10/24/16
48.28,62.2349,1.0889,17.5300,10/25/16
48.3,62.0480,1.0908,17.1000,10/26/16
48.57,62.2597,1.0897,17.4000,10/27/16
47.97,63.0399,1.0985,17.3300,10/28/16
47.97,62.9037,1.0985,17.3300,10/29/16
47.97,62.9037,1.0985,17.3300,10/30/16
46.69,62.9037,1.0981,17.9300,10/31/16
47.87,63.2174,1.1055,18.4000,11/1/16
46.88,63.2025,1.1098,18.9000,11/2/16
46.37,63.4166,1.1105,18.6800,11/3/16
45.57,63.5043,1.1141,18.2000,11/4/16
45.57,63.5043,1.1141,18.2000,11/5/16
45.57,63.5043,1.1141,18.2000,11/6/16
46.14,63.5043,1.1041,17.7500,11/7/16
44.96,63.9074,1.1026,17.7000,11/8/16
45.19,63.7364,1.0910,18.0000,11/9/16
45.02,63.8928,1.0893,18.0800,11/10/16
43.77,63.4161,1.0855,18.1300,11/11/16
43.77,65.2167,1.0855,18.1300,11/12/16
43.77,65.2167,1.0855,18.1300,11/13/16
43.73,65.2167,1.0737,17.5300,11/14/16
46.04,65.8591,1.0722,17.9000,11/15/16
45.72,65.5548,1.0691,17.6000,11/16/16
45.15,64.5463,1.0626,17.6800,11/17/16
45.91,64.9154,1.0588,17.9000,11/18/16
45.91,65.1023,1.0588,17.9000,11/19/16
45.91,65.1023,1.0588,17.9000,11/20/16
48.05,65.1023,1.0630,17.4000,11/21/16
48.5,64.3580,1.0627,17.6500,11/22/16
48.54,63.6282,1.0553,17.6300,11/23/16
48.21,64.0087,1.0554,17.7000,11/24/16
46.58,64.6279,1.0589,17.6300,11/25/16
46.58,64.6174,1.0589,17.6300,11/26/16
46.58,64.6174,1.0589,17.6300,11/27/16
47.59,64.6174,1.0614,18.0000,11/28/16
45.94,64.9153,1.0650,18.0500,11/29/16
49.86,64.9449,1.0589,18.2500,11/30/16
53.01,65.2382,1.0661,17.9800,12/1/16
53.87,63.6807,1.0664,17.5500,12/2/16
53.87,64.1528,1.0664,17.5500,12/3/16
53.87,64.1528,1.0664,17.5500,12/4/16
53.39,64.1528,1.0764,16.8000,12/5/16
52.95,63.9242,1.0718,16.2500,12/6/16
51.95,63.8741,1.0753,16.2000,12/7/16
53.09,63.9114,1.0615,16.4300,12/8/16
53.59,63.3901,1.0561,16.4500,12/9/16
53.59,63.3028,1.0561,16.4500,12/10/16
53.59,63.3028,1.0561,16.4500,12/11/16
54.51,63.3028,1.0635,16.9300,12/12/16
54.37,61.5804,1.0626,17.1800,12/13/16
52.98,61.0690,1.0536,17.0300,12/14/16
53.41,60.8079,1.0414,17.1500,12/15/16
54.5,61.6368,1.0451,17.4800,12/16/16
54.5,61.7515,1.0451,17.4800,12/17/16
54.5,61.7515,1.0451,17.4800,12/18/16
54.39,61.7515,1.0402,17.3500,12/19/16
54.92,61.7931,1.0388,17.4800,12/20/16
53.84,61.7967,1.0424,17.6800,12/21/16
54.2,61.1092,1.0437,18.1800,12/22/16
54.38,60.8641,1.0456,18.0000,12/23/16
54.38,60.8528,1.0456,18.0000,12/24/16
54.38,60.8528,1.0456,18.0000,12/25/16
54.47,60.8528,1.0455,18.0000,12/26/16
55.38,60.9084,1.0457,18.0500,12/27/16
55.28,60.8587,1.0413,18.7300,12/28/16
55.57,60.6669,1.0490,19.0000,12/29/16
55.41,60.2730,1.0517,19.4000,12/30/16
55.41,60.6569,1.0517,19.4000,12/31/16
55.41,60.6569,1.0517,19.4000,1/1/17
56.15,60.6569,1.0455,19.4000,1/2/17
54.98,60.6569,1.0405,18.2500,1/3/17
55.79,60.6569,1.0489,19.0000,1/4/17
56.42,60.6569,1.0607,18.8000,1/5/17
56.33,60.6569,1.0532,18.5800,1/6/17
56.33,60.6569,1.0532,18.5800,1/7/17
56.33,60.6569,1.0532,18.5800,1/8/17
54.07,60.6569,1.0574,19.2000,1/9/17
52.88,59.8961,1.0554,19.9500,1/10/17
54.42,59.9533,1.0582,20.5300,1/11/17
55.6,60.1614,1.0613,20.1800,1/12/17
55.14,59.4978,1.0643,19.9000,1/13/17
55.14,59.3700,1.0643,19.9000,1/14/17
55.14,59.3700,1.0643,19.9000,1/15/17
55.03,59.3700,1.0601,18.9300,1/16/17
54.94,59.6067,1.0713,19.0000,1/17/17
53.62,59.4015,1.0630,19.7000,1/18/17
53.59,59.1830,1.0664,19.8800,1/19/17
54.94,59.3521,1.0703,20.6000,1/20/17
54.94,59.6697,1.0703,20.6000,1/21/17
54.94,59.6697,1.0703,20.6000,1/22/17
54.81,59.6697,1.0765,21.1800,1/23/17
54.68,59.5034,1.0731,20.5500,1/24/17
54.71,59.2168,1.0748,19.8500,1/25/17
55.54,59.1489,1.0682,20.0000,1/26/17
54.86,59.6356,1.0699,19.5200,1/27/17
54.86,60.3196,1.0699,19.5200,1/28/17
54.86,60.3196,1.0699,19.5200,1/29/17
54.46,60.3196,1.0695,20.4800,1/30/17
54.68,60.1618,1.0798,20.8000,1/31/17
56.14,60.0851,1.0769,21.7700,2/1/17
56.37,60.3099,1.0759,21.9000,2/2/17
56.46,59.9858,1.0783,22.2700,2/3/17
56.46,59.3137,1.0783,22.2700,2/4/17
56.46,59.3137,1.0783,22.2700,2/5/17
55.35,59.3137,1.0750,21.9500,2/6/17
53.93,58.7121,1.0683,21.1000,2/7/17
54.61,59.1933,1.0698,20.1300,2/8/17
55.23,59.5129,1.0655,19.9800,2/9/17
56,59.0235,1.0643,19.7500,2/10/17
56,58.8457,1.0643,19.7500,2/11/17
56,58.8457,1.0643,19.7500,2/12/17
55.06,58.8457,1.0598,19.0000,2/13/17
55.14,58.0619,1.0578,18.7000,2/14/17
55.07,57.7388,1.0601,18.9300,2/15/17
55.08,56.7719,1.0674,18.9300,2/16/17
55.09,57.1507,1.0616,18.4800,2/17/17
55.09,57.6342,1.0616,18.4800,2/18/17
55.09,57.6342,1.0616,18.4800,2/19/17
55.49,57.6342,1.0614,18.5000,2/20/17
56.11,58.0967,1.0536,18.1000,2/21/17
55.9,57.8590,1.0558,17.9500,2/22/17
56.2,57.4762,1.0582,18.2500,2/23/17
55.54,57.4762,1.0563,17.6000,2/24/17
55.54,57.4762,1.0563,17.6000,2/25/17
55.54,57.4762,1.0563,17.6000,2/26/17
55.54,57.4762,1.0587,17.3000,2/27/17
55.56,57.9371,1.0576,16.9300,2/28/17
55.65,57.9627,1.0547,17.1500,3/1/17
54.39,58.3776,1.0507,16.7700,3/2/17
55,58.4067,1.0622,16.8500,3/3/17
55,58.9099,1.0622,16.8500,3/4/17
55,58.9099,1.0622,16.8500,3/5/17
55.14,58.9099,1.0582,16.7300,3/6/17
54.82,58.3370,1.0566,16.4800,3/7/17
52.54,58.2630,1.0541,16.3000,3/8/17
51.85,58.2630,1.0577,16.1500,3/9/17
50.66,58.8318,1.0673,16.0800,3/10/17
50.66,59.2174,1.0673,16.0800,3/11/17
50.66,59.2174,1.0673,16.0800,3/12/17
50.79,59.2174,1.0653,15.9000,3/13/17
51.04,59.1327,1.0604,15.9000,3/14/17
51.5,58.9540,1.0734,16.1000,3/15/17
51.2,59.1128,1.0766,15.9800,3/16/17
51.22,58.2437,1.0738,15.9300,3/17/17
51.22,57.9344,1.0738,15.9300,3/18/17
51.22,57.9344,1.0738,15.9300,3/19/17
51.12,57.9344,1.0739,15.7500,3/20/17
50.32,57.2847,1.0811,15.5500,3/21/17
50.14,57.2323,1.0797,15.6800,3/22/17
49.92,57.6360,1.0783,15.5500,3/23/17
50.49,57.5228,1.0798,15.2000,3/24/17
50.49,57.4247,1.0798,15.2000,3/25/17
50.49,57.4247,1.0798,15.2000,3/26/17
50.3,57.4247,1.0864,14.9000,3/27/17
50.65,57.0233,1.0814,15.1800,3/28/17
51.66,56.9364,1.0766,15.7000,3/29/17
52.16,57.0241,1.0674,15.9000,3/30/17
52.71,56.3779,1.0652,15.6300,3/31/17
52.71,55.9606,1.0652,15.6300,4/1/17
52.71,55.9606,1.0652,15.6300,4/2/17
52.3,55.9606,1.0670,16.0800,4/3/17
53.39,56.1396,1.0674,16.0500,4/4/17
53.13,56.5553,1.0663,16.2000,4/5/17
54.06,55.8940,1.0644,15.9800,4/6/17
54.24,56.4369,1.0591,15.6800,4/7/17
54.24,56.9201,1.0591,15.6800,4/8/17
54.24,56.9201,1.0591,15.6800,4/9/17
55.18,56.9201,1.0596,15.5300,4/10/17
55.33,57.3896,1.0605,15.6000,4/11/17
54.73,56.9552,1.0665,15.6000,4/12/17
54.7,56.7556,1.0613,15.7300,4/13/17
54.7,56.6019,1.0618,15.7300,4/14/17
54.7,56.2945,1.0618,15.7300,4/15/17
54.7,56.2945,1.0618,15.7300,4/16/17
54.8,56.2945,1.0643,15.7300,4/17/17
54.09,56.2505,1.0730,16.1300,4/18/17
52.27,55.9793,1.0711,16.0800,4/19/17
51.96,56.1753,1.0717,16.0500,4/20/17
51.15,56.4165,1.0728,16.3300,4/21/17
51.15,56.2307,1.0728,16.3300,4/22/17
51.15,56.2307,1.0728,16.3300,4/23/17
51.12,56.2307,1.0868,16.0500,4/24/17
51.38,56.0794,1.0926,15.8000,4/25/17
51.11,55.8453,1.0904,16.1300,4/26/17
50.75,56.3131,1.0873,15.9800,4/27/17
50.88,56.9707,1.0895,16.3000,4/28/17
50.88,56.9838,1.0895,16.3000,4/29/17
50.88,56.9838,1.0895,16.3000,4/30/17
50.75,56.9838,1.0899,16.3000,5/1/17
50.59,56.9838,1.0930,16.4500,5/2/17
49.99,56.9518,1.0886,16.1800,5/3/17
47.76,57.0927,1.0985,15.7500,5/4/17
48.89,57.5714,1.0998,15.7800,5/5/17
48.89,58.5382,1.0998,15.7800,5/6/17
48.89,58.5382,1.0998,15.7800,5/7/17
48.8,58.5382,1.0924,15.4000,5/8/17
48.16,58.5382,1.0874,15.4800,5/9/17
49.68,58.5382,1.0868,15.5800,5/10/17
50.18,58.0824,1.0861,15.2500,5/11/17
50.32,57.1161,1.0931,15.3800,5/12/17
50.32,57.1640,1.0931,15.3800,5/13/17
50.32,57.1640,1.0931,15.3800,5/14/17
51.31,57.1640,1.0975,15.4800,5/15/17
50.76,56.5258,1.1083,15.3500,5/16/17
51.43,56.2603,1.1159,15.6000,5/17/17
51.95,56.7383,1.1103,15.6800,5/18/17
53.36,57.4683,1.1206,15.4800,5/19/17
53.36,57.1602,1.1206,15.4800,5/20/17
53.36,57.1602,1.1206,15.4800,5/21/17
53.31,57.1602,1.1237,15.4800,5/22/17
53.66,56.4988,1.1183,15.7300,5/23/17
53.39,56.5552,1.1219,15.5300,5/24/17
50.84,56.2743,1.1210,15.3800,5/25/17
51.75,56.0701,1.1183,15.3800,5/26/17
51.75,56.7560,1.1183,15.3800,5/27/17
51.75,56.7560,1.1183,15.3800,5/28/17
51.78,56.7560,1.1164,15.4000,5/29/17
51.29,56.7106,1.1186,15.6500,5/30/17
50.08,56.5168,1.1244,15.3300,5/31/17
49.66,56.6876,1.1213,15.1300,6/1/17
49.35,56.5373,1.1279,14.9500,6/2/17
49.35,56.6876,1.1279,14.9500,6/3/17
49.35,56.6876,1.1279,14.9500,6/4/17
48.81,56.6876,1.1254,15.1300,6/5/17
49.18,56.6152,1.1277,14.8800,6/6/17
47.48,56.6747,1.1257,14.9300,6/7/17
47.09,56.5878,1.1214,15.4300,6/8/17
47.55,56.9857,1.1195,15.0300,6/9/17
47.55,57.0020,1.1195,15.0300,6/10/17
47.55,57.0020,1.1195,15.0300,6/11/17
47.49,57.0020,1.1203,14.7500,6/12/17
47.38,57.0020,1.1211,14.7000,6/13/17
46.23,56.9096,1.1218,14.6800,6/14/17
46.04,57.0303,1.1145,14.5500,6/15/17
46.65,57.4437,1.1198,14.6000,6/16/17
46.65,57.7408,1.1198,14.6000,6/17/17
46.65,57.7408,1.1198,14.6000,6/18/17
46.3,57.7408,1.1149,14.7800,6/19/17
45.22,57.9585,1.1134,14.8500,6/20/17
44.21,58.5786,1.1168,14.7000,6/21/17
44.73,60.0000,1.1152,14.6300,6/22/17
45.18,60.1482,1.1194,14.7300,6/23/17
45.18,59.6564,1.1194,14.7300,6/24/17
45.18,59.6564,1.1194,14.7300,6/25/17
45.44,59.6564,1.1182,14.8500,6/26/17
45.7,59.0014,1.1339,14.9800,6/27/17
46.97,58.8843,1.1378,15.1800,6/28/17
46.79,59.5415,1.1441,14.9300,6/29/17
48.23,59.0855,1.1426,15.0000,6/30/17
48.23,59.3862,1.1426,15.0000,7/1/17
48.23,59.3862,1.1426,15.0000,7/2/17
49.1,59.3862,1.1364,15.1300,7/3/17
49.25,58.9695,1.1346,14.9500,7/4/17
47.78,59.2295,1.1352,14.9800,7/5/17
47.57,59.5787,1.1423,14.9800,7/6/17
46.53,60.2426,1.1401,14.7800,7/7/17
46.53,60.3792,1.1401,14.7800,7/8/17
46.53,60.3792,1.1401,14.7800,7/9/17
46.53,60.3792,1.1399,14.6000,7/10/17
47.52,60.3014,1.1467,14.4000,7/11/17
47.05,60.7397,1.1412,14.5000,7/12/17
47.78,60.6227,1.1398,14.6000,7/13/17
48.58,60.1836,1.1470,14.6300,7/14/17
48.58,59.8806,1.1470,14.6300,7/15/17
48.58,59.8806,1.1470,14.6300,7/16/17
47.75,59.8806,1.1478,14.8300,7/17/17
48.11,59.0657,1.1554,14.7000,7/18/17
49.13,59.3705,1.1515,14.7800,7/19/17
